Numéro de commande;Date;SKU;Nom;Quantité;
#1973;30-nov.-18;1-0056;Produit 56;2;
#1973;30-nov.-18;1-0058;Produit 58;1;
#1973;30-nov.-18;1-0004;Produit 4;1;
#1973;30-nov.-18;1-0039;Produit 39;1;
#1973;30-nov.-18;1-0003;Produit 3;1;
#1974;30-nov.-18;1-0003;Produit 3;1;
#1974;30-nov.-18;1-0057;Produit 57;2;
#1974;30-nov.-18;1-0050;Produit 50;2;
#1975;30-nov.-18;1-0090;Produit 90;1;
#1975;30-nov.-18;1-0054;Produit 54;1;
#1975;30-nov.-18;1-0011;Produit 11;1;
#1975;30-nov.-18;1-0013;Produit 13;1;
#1975;30-nov.-18;1-0020;Produit 20;1;
#1975;30-nov.-18;1-0061;Produit 61;1;
#1986;30-nov.-18;1-0040;Produit 40;2;
#1986;30-nov.-18;1-0056;Produit 56;4;
#1986;30-nov.-18;1-0064;Produit 64;1;
#1986;30-nov.-18;1-0063;Produit 63;1;
#1986;30-nov.-18;1-0060;Produit 60;2;
#1986;30-nov.-18;1-0055;Produit 55;10;
#1986;30-nov.-18;1-0050;Produit 50;10;
#1986;30-nov.-18;1-0052;Produit 52;5;
#1987;30-nov.-18;1-0055;Produit 55;3;
#1988;30-nov.-18;1-0038;Produit 38;1;
#1988;30-nov.-18;1-0039;Produit 39;1;
#1988;30-nov.-18;1-0040;Produit 40;1;
#1990;30-nov.-18;1-0020;Produit 20;1;
#1990;30-nov.-18;1-0055;Produit 55;1;
#1990;30-nov.-18;1-0052;Produit 52;1;
#1990;30-nov.-18;1-0053;Produit 53;1;
#1990;30-nov.-18;1-0056;Produit 56;1;
#1990;30-nov.-18;1-0058;Produit 58;1;
#1990;30-nov.-18;1-0063;Produit 63;1;
#1990;30-nov.-18;1-0061;Produit 61;1;
#1991;30-nov.-18;1-0012;Produit 12;1;
#1991;30-nov.-18;1-0050;Produit 50;3;
#1991;30-nov.-18;1-0052;Produit 52;2;
#1991;30-nov.-18;1-0003;Produit 3;2;
#1993;30-nov.-18;1-0017;Produit 17;1;
#1993;30-nov.-18;1-0053;Produit 53;2;
#1993;30-nov.-18;1-0055;Produit 55;2;
#1993;30-nov.-18;1-0007;Produit 7;2;
#1993;30-nov.-18;1-0096;Produit 96;2;
#1994;30-nov.-18;1-0078;Produit 78;1;
#1994;30-nov.-18;1-0038;Produit 38;1;
#1994;30-nov.-18;1-0011;Produit 11;1;
#1994;30-nov.-18;1-0013;Produit 13;1;
#1994;30-nov.-18;1-0061;Produit 61;4;
#1994;30-nov.-18;1-0053;Produit 53;1;
#1995;1-déc.-18;1-0037;Produit 37;1;
#1995;1-déc.-18;1-0050;Produit 50;2;
#1996;1-déc.-18;1-0071;Produit 71;1;
#1996;1-déc.-18;1-0050;Produit 50;2;
#1996;1-déc.-18;1-0034;Produit 34;1;
#1998;1-déc.-18;1-0038;Produit 38;1;
#1998;1-déc.-18;1-0100;Produit 100;2;
#1998;1-déc.-18;1-0096;Produit 96;2;
#1998;1-déc.-18;1-0061;Produit 61;2;
#1998;1-déc.-18;1-0093;Produit 93;2;
#1998;1-déc.-18;1-0027;Produit 27;1;
#1999;1-déc.-18;1-0085;Produit 85;1;
#1999;1-déc.-18;1-0090;Produit 90;1;
#1999;1-déc.-18;1-0092;Produit 92;1;
#1999;1-déc.-18;1-0075;Produit 75;1;
#2000;1-déc.-18;1-0048;Produit 48;3;
#2001;1-déc.-18;1-0055;Produit 55;5;
#2001;1-déc.-18;1-0053;Produit 53;5;
#2002;1-déc.-18;1-0054;Produit 54;2;
#2002;1-déc.-18;1-0056;Produit 56;1;
#2003;1-déc.-18;1-0011;Produit 11;1;
#2003;1-déc.-18;1-0068;Produit 68;1;
#2003;1-déc.-18;1-0052;Produit 52;2;
#2003;1-déc.-18;1-0055;Produit 55;2;
#2003;1-déc.-18;1-0077;Produit 77;1;
#2005;1-déc.-18;1-0032;Produit 32;1;
#2005;1-déc.-18;1-0053;Produit 53;1;
#2005;1-déc.-18;1-0056;Produit 56;1;
#2005;1-déc.-18;1-0052;Produit 52;1;
#2005;1-déc.-18;1-0050;Produit 50;2;
#2005;1-déc.-18;1-0058;Produit 58;1;
#2005;1-déc.-18;1-0066;Produit 66;1;
#2006;1-déc.-18;1-0060;Produit 60;1;
#2006;1-déc.-18;1-0066;Produit 66;1;
#2006;1-déc.-18;1-0028;Produit 28;2;
#2006;1-déc.-18;1-0029;Produit 29;2;
#2006;1-déc.-18;1-0030;Produit 30;2;
#2007;1-déc.-18;1-0025;Produit 25;1;
#2008;1-déc.-18;1-0022;Produit 22;1;
#2008;1-déc.-18;1-0063;Produit 63;1;
#2008;1-déc.-18;1-0004;Produit 4;2;
#2008;1-déc.-18;1-0053;Produit 53;2;
#2009;1-déc.-18;1-0028;Produit 28;1;
#2009;1-déc.-18;1-0029;Produit 29;1;
#2009;1-déc.-18;1-0030;Produit 30;1;
#2009;1-déc.-18;1-0096;Produit 96;1;
#2011;1-déc.-18;1-0063;Produit 63;1;
#2011;1-déc.-18;1-0075;Produit 75;1;
#2011;1-déc.-18;1-0071;Produit 71;1;
#2011;1-déc.-18;1-0096;Produit 96;3;
#2012;1-déc.-18;1-0045;Produit 45;2;
#2012;1-déc.-18;1-0051;Produit 51;2;
#2012;1-déc.-18;1-0052;Produit 52;2;
#2012;1-déc.-18;1-0056;Produit 56;2;
#2012;1-déc.-18;1-0050;Produit 50;5;
#2013;1-déc.-18;1-0022;Produit 22;1;
#2013;1-déc.-18;1-0024;Produit 24;1;
#2013;1-déc.-18;1-0025;Produit 25;1;
#2013;1-déc.-18;1-0023;Produit 23;1;
#2013;1-déc.-18;1-0068;Produit 68;2;
#2014;2-déc.-18;1-0040;Produit 40;1;
#2014;2-déc.-18;1-0050;Produit 50;10;
#2014;2-déc.-18;1-0055;Produit 55;5;
#2016;2-déc.-18;1-0065;Produit 65;1;
#2016;2-déc.-18;1-0013;Produit 13;2;
#2017;2-déc.-18;1-0084;Produit 84;1;
#2017;2-déc.-18;1-0001;Produit 1;1;
#2017;2-déc.-18;1-0003;Produit 3;1;
#2017;2-déc.-18;1-0053;Produit 53;3;
#2018;2-déc.-18;1-0044;Produit 44;1;
#2018;2-déc.-18;1-0055;Produit 55;1;
#2018;2-déc.-18;1-0054;Produit 54;1;
#2018;2-déc.-18;1-0052;Produit 52;1;
#2019;2-déc.-18;1-0098;Produit 98;1;
#2019;2-déc.-18;1-0004;Produit 4;1;
#2020;2-déc.-18;1-0032;Produit 32;1;
#2020;2-déc.-18;1-0052;Produit 52;2;
#2020;2-déc.-18;1-0054;Produit 54;2;
#2020;2-déc.-18;1-0053;Produit 53;2;
#2020;2-déc.-18;1-0055;Produit 55;3;
#2021;2-déc.-18;1-0025;Produit 25;1;
#2021;2-déc.-18;1-0051;Produit 51;2;
#2021;2-déc.-18;1-0052;Produit 52;1;
#2021;2-déc.-18;1-0053;Produit 53;2;
#2021;2-déc.-18;1-0056;Produit 56;2;
#2021;2-déc.-18;1-0014;Produit 14;1;
#2022;2-déc.-18;1-0045;Produit 45;1;
#2022;2-déc.-18;1-0038;Produit 38;1;
#2022;2-déc.-18;1-0067;Produit 67;2;
#2022;2-déc.-18;1-0066;Produit 66;1;
#2022;2-déc.-18;1-0004;Produit 4;1;
#2022;2-déc.-18;1-0050;Produit 50;5;
#2023;2-déc.-18;1-0052;Produit 52;1;
#2023;2-déc.-18;1-0050;Produit 50;2;
#2023;2-déc.-18;1-0053;Produit 53;4;
#2023;2-déc.-18;1-0013;Produit 13;1;
#2023;2-déc.-18;1-0099;Produit 99;1;
#2023;2-déc.-18;1-0004;Produit 4;1;
#2024;2-déc.-18;1-0050;Produit 50;1;
#2024;2-déc.-18;1-0055;Produit 55;1;
#2025;2-déc.-18;1-0070;Produit 70;1;
#2025;2-déc.-18;1-0039;Produit 39;1;
#2026;2-déc.-18;1-0067;Produit 67;1;
#2026;2-déc.-18;1-0014;Produit 14;1;
#2026;2-déc.-18;1-0048;Produit 48;1;
#2026;2-déc.-18;1-0063;Produit 63;1;
#2026;2-déc.-18;1-0005;Produit 5;1;
#2026;2-déc.-18;1-0002;Produit 2;2;
#2026;2-déc.-18;1-0001;Produit 1;2;
#2026;2-déc.-18;1-0003;Produit 3;1;
#2026;2-déc.-18;1-0007;Produit 7;1;
#2026;2-déc.-18;1-0008;Produit 8;2;
#2026;2-déc.-18;1-0013;Produit 13;1;
#2026;2-déc.-18;1-0012;Produit 12;1;
#2027;2-déc.-18;1-0056;Produit 56;2;
#2027;2-déc.-18;1-0050;Produit 50;2;
#2027;2-déc.-18;1-0038;Produit 38;1;
#2027;2-déc.-18;1-0061;Produit 61;1;
#2027;2-déc.-18;1-0070;Produit 70;1;
#2028;2-déc.-18;1-0051;Produit 51;4;
#2028;2-déc.-18;1-0071;Produit 71;1;
#2028;2-déc.-18;1-0040;Produit 40;3;
#2028;2-déc.-18;1-0058;Produit 58;3;
#2028;2-déc.-18;1-0054;Produit 54;5;
#2028;2-déc.-18;1-0053;Produit 53;5;
#2028;2-déc.-18;1-0050;Produit 50;5;
#2029;2-déc.-18;1-0014;Produit 14;1;
#2029;2-déc.-18;1-0003;Produit 3;1;
#2029;2-déc.-18;1-0025;Produit 25;1;
#2029;2-déc.-18;1-0053;Produit 53;5;
#2029;2-déc.-18;1-0050;Produit 50;5;
#2030;2-déc.-18;1-0065;Produit 65;1;
#2030;2-déc.-18;1-0056;Produit 56;3;
#2030;2-déc.-18;1-0050;Produit 50;3;
#2030;2-déc.-18;1-0055;Produit 55;2;
#2031;2-déc.-18;1-0026;Produit 26;2;
#2031;2-déc.-18;1-0025;Produit 25;2;
#2031;2-déc.-18;1-0011;Produit 11;3;
#2032;2-déc.-18;1-0038;Produit 38;1;
#2033;2-déc.-18;1-0053;Produit 53;1;
#2034;2-déc.-18;1-0060;Produit 60;1;
#2034;2-déc.-18;1-0053;Produit 53;5;
#2034;2-déc.-18;1-0050;Produit 50;10;
#2035;2-déc.-18;1-0032;Produit 32;1;
#2037;2-déc.-18;1-0010;Produit 10;1;
#2037;2-déc.-18;1-0012;Produit 12;1;
#2037;2-déc.-18;1-0008;Produit 8;1;
#2039;3-déc.-18;1-0056;Produit 56;2;
#2039;3-déc.-18;1-0052;Produit 52;2;
#2039;3-déc.-18;1-0050;Produit 50;3;
#2040;3-déc.-18;1-0014;Produit 14;1;
#2041;3-déc.-18;1-0061;Produit 61;1;
#2041;3-déc.-18;1-0054;Produit 54;1;
#2041;3-déc.-18;1-0050;Produit 50;4;
#2041;3-déc.-18;1-0064;Produit 64;1;
#2042;3-déc.-18;1-0065;Produit 65;1;
#2042;3-déc.-18;1-0063;Produit 63;1;
#2042;3-déc.-18;1-0040;Produit 40;2;
#2042;3-déc.-18;1-0056;Produit 56;2;
#2042;3-déc.-18;1-0055;Produit 55;1;
#2042;3-déc.-18;1-0054;Produit 54;1;
#2042;3-déc.-18;1-0051;Produit 51;2;
#2042;3-déc.-18;1-0050;Produit 50;5;
#2043;3-déc.-18;1-0001;Produit 1;1;
#2043;3-déc.-18;1-0067;Produit 67;1;
#2044;3-déc.-18;1-0091;Produit 91;1;
#2044;3-déc.-18;1-0093;Produit 93;1;
#2044;3-déc.-18;1-0099;Produit 99;2;
#2044;3-déc.-18;1-0053;Produit 53;2;
#2045;3-déc.-18;1-0096;Produit 96;2;
#2046;3-déc.-18;1-0060;Produit 60;1;
#2047;3-déc.-18;1-0050;Produit 50;2;
#2047;3-déc.-18;1-0053;Produit 53;4;
#2047;3-déc.-18;1-0011;Produit 11;1;
#2048;3-déc.-18;1-0052;Produit 52;2;
#2048;3-déc.-18;1-0045;Produit 45;1;
#2048;3-déc.-18;1-0050;Produit 50;4;
#2048;3-déc.-18;1-0088;Produit 88;2;
#2049;3-déc.-18;1-0054;Produit 54;2;
#2049;3-déc.-18;1-0050;Produit 50;3;
#2049;3-déc.-18;1-0071;Produit 71;1;
#2051;3-déc.-18;1-0055;Produit 55;1;
#2051;3-déc.-18;1-0050;Produit 50;4;
#2051;3-déc.-18;1-0061;Produit 61;3;
#2051;3-déc.-18;1-0100;Produit 100;2;
#2052;3-déc.-18;1-0050;Produit 50;1;
#2052;3-déc.-18;1-0053;Produit 53;4;
#2053;3-déc.-18;1-0028;Produit 28;1;
#2054;3-déc.-18;1-0100;Produit 100;1;
#2054;3-déc.-18;1-0080;Produit 80;1;
#2055;3-déc.-18;1-0033;Produit 33;1;
#2055;3-déc.-18;1-0032;Produit 32;1;
#2057;3-déc.-18;1-0100;Produit 100;1;
#2057;3-déc.-18;1-0020;Produit 20;1;
#2057;3-déc.-18;1-0045;Produit 45;1;
#2058;3-déc.-18;1-0071;Produit 71;1;
#2058;3-déc.-18;1-0040;Produit 40;1;
#2058;3-déc.-18;1-0063;Produit 63;3;
#2059;3-déc.-18;1-0061;Produit 61;1;
#2059;3-déc.-18;1-0012;Produit 12;1;
#2059;3-déc.-18;1-0100;Produit 100;1;
#2061;4-déc.-18;1-0054;Produit 54;3;
#2061;4-déc.-18;1-0050;Produit 50;8;
#2061;4-déc.-18;1-0061;Produit 61;2;
#2061;4-déc.-18;1-0015;Produit 15;1;
#2061;4-déc.-18;1-0073;Produit 73;1;
#2064;4-déc.-18;1-0022;Produit 22;1;
#2064;4-déc.-18;1-0034;Produit 34;1;
#2064;4-déc.-18;1-0014;Produit 14;1;
#2064;4-déc.-18;1-0039;Produit 39;1;
#2064;4-déc.-18;1-0057;Produit 57;1;
#2064;4-déc.-18;1-0052;Produit 52;1;
#2064;4-déc.-18;1-0056;Produit 56;2;
#2064;4-déc.-18;1-0053;Produit 53;2;
#2064;4-déc.-18;1-0054;Produit 54;1;
#2064;4-déc.-18;1-0050;Produit 50;2;
#2065;4-déc.-18;1-0060;Produit 60;1;
#2065;4-déc.-18;1-0011;Produit 11;1;
#2065;4-déc.-18;1-0063;Produit 63;3;
#2065;4-déc.-18;1-0008;Produit 8;3;
#2065;4-déc.-18;1-0040;Produit 40;1;
#2066;4-déc.-18;1-0032;Produit 32;1;
#2066;4-déc.-18;1-0034;Produit 34;1;
#2066;4-déc.-18;1-0001;Produit 1;1;
#2066;4-déc.-18;1-0021;Produit 21;1;
#2066;4-déc.-18;1-0003;Produit 3;2;
#2066;4-déc.-18;1-0053;Produit 53;3;
#2066;4-déc.-18;1-0058;Produit 58;1;
#2066;4-déc.-18;1-0057;Produit 57;2;
#2066;4-déc.-18;1-0052;Produit 52;1;
#2066;4-déc.-18;1-0051;Produit 51;1;
#2068;4-déc.-18;1-0052;Produit 52;2;
#2068;4-déc.-18;1-0028;Produit 28;1;
#2069;4-déc.-18;1-0065;Produit 65;1;
#2069;4-déc.-18;1-0016;Produit 16;2;
#2070;4-déc.-18;1-0051;Produit 51;1;
#2070;4-déc.-18;1-0013;Produit 13;4;
#2070;4-déc.-18;1-0004;Produit 4;1;
#2070;4-déc.-18;1-0043;Produit 43;1;
#2070;4-déc.-18;1-0040;Produit 40;2;
#2073;4-déc.-18;1-0026;Produit 26;1;
#2073;4-déc.-18;1-0057;Produit 57;3;
#2073;4-déc.-18;1-0058;Produit 58;3;
#2073;4-déc.-18;1-0045;Produit 45;1;
#2074;5-déc.-18;1-0058;Produit 58;2;
#2074;5-déc.-18;1-0080;Produit 80;1;
#2075;5-déc.-18;1-0065;Produit 65;1;
#2076;5-déc.-18;1-0051;Produit 51;3;
#2076;5-déc.-18;1-0052;Produit 52;2;
#2077;5-déc.-18;1-0008;Produit 8;1;
#2077;5-déc.-18;1-0012;Produit 12;1;
#2077;5-déc.-18;1-0075;Produit 75;1;
#2077;5-déc.-18;1-0052;Produit 52;6;
#2077;5-déc.-18;1-0050;Produit 50;24;
#2077;5-déc.-18;1-0004;Produit 4;2;
#2077;5-déc.-18;1-0056;Produit 56;2;
#2079;5-déc.-18;1-0067;Produit 67;1;
#2079;5-déc.-18;1-0099;Produit 99;1;
#2080;5-déc.-18;1-0072;Produit 72;1;
#2080;5-déc.-18;1-0016;Produit 16;1;
#2080;5-déc.-18;1-0059;Produit 59;1;
#2080;5-déc.-18;1-0045;Produit 45;1;
#2080;5-déc.-18;1-0040;Produit 40;1;
#2080;5-déc.-18;1-0056;Produit 56;2;
#2080;5-déc.-18;1-0053;Produit 53;1;
#2081;5-déc.-18;1-0040;Produit 40;3;
#2082;5-déc.-18;1-0091;Produit 91;1;
#2082;5-déc.-18;1-0020;Produit 20;3;
#2083;5-déc.-18;1-0061;Produit 61;1;
#2083;5-déc.-18;1-0003;Produit 3;2;
#2085;5-déc.-18;1-0100;Produit 100;10;
#2085;5-déc.-18;1-0064;Produit 64;5;
#2085;5-déc.-18;1-0014;Produit 14;1;
#2085;5-déc.-18;1-0003;Produit 3;5;
#2087;5-déc.-18;1-0053;Produit 53;2;
#2087;5-déc.-18;1-0052;Produit 52;3;
#2087;5-déc.-18;1-0022;Produit 22;1;
#2087;5-déc.-18;1-0010;Produit 10;2;
#2087;5-déc.-18;1-0092;Produit 92;1;
#2087;5-déc.-18;1-0099;Produit 99;1;
#2088;5-déc.-18;1-0081;Produit 81;1;
#2089;5-déc.-18;1-0050;Produit 50;1;
#2089;5-déc.-18;1-0031;Produit 31;1;
#2090;5-déc.-18;1-0008;Produit 8;2;
#2090;5-déc.-18;1-0024;Produit 24;1;
#2090;5-déc.-18;1-0026;Produit 26;1;
#2090;5-déc.-18;1-0041;Produit 41;2;
#2090;5-déc.-18;1-0050;Produit 50;5;
#2091;5-déc.-18;1-0067;Produit 67;1;
#2093;5-déc.-18;1-0011;Produit 11;1;
#2093;5-déc.-18;1-0100;Produit 100;2;
#2094;5-déc.-18;1-0004;Produit 4;1;
#2094;5-déc.-18;1-0029;Produit 29;1;
#2094;5-déc.-18;1-0060;Produit 60;1;
#2094;5-déc.-18;1-0030;Produit 30;1;
#2094;5-déc.-18;1-0038;Produit 38;1;
#2094;5-déc.-18;1-0067;Produit 67;2;
#2094;5-déc.-18;1-0063;Produit 63;2;
#2094;5-déc.-18;1-0002;Produit 2;1;
#2094;5-déc.-18;1-0061;Produit 61;2;
#2095;5-déc.-18;1-0077;Produit 77;1;
#2095;5-déc.-18;1-0055;Produit 55;1;
#2097;5-déc.-18;1-0052;Produit 52;1;
#2097;5-déc.-18;1-0050;Produit 50;11;
#2097;5-déc.-18;1-0003;Produit 3;1;
#2097;5-déc.-18;1-0056;Produit 56;1;
#2097;5-déc.-18;1-0053;Produit 53;3;
#2097;5-déc.-18;1-0016;Produit 16;1;
#2098;5-déc.-18;1-0053;Produit 53;1;
#2098;5-déc.-18;1-0052;Produit 52;1;
#2098;5-déc.-18;1-0050;Produit 50;1;
#2099;6-déc.-18;1-0070;Produit 70;1;
#2099;6-déc.-18;1-0006;Produit 6;1;
#2099;6-déc.-18;1-0014;Produit 14;1;
#2099;6-déc.-18;1-0050;Produit 50;1;
#2100;6-déc.-18;1-0054;Produit 54;4;
#2101;6-déc.-18;1-0050;Produit 50;30;
#2103;6-déc.-18;1-0099;Produit 99;1;
#2103;6-déc.-18;1-0092;Produit 92;1;
#2103;6-déc.-18;1-0062;Produit 62;16;
#2105;6-déc.-18;1-0050;Produit 50;10;
#2106;6-déc.-18;1-0080;Produit 80;1;
#2106;6-déc.-18;1-0054;Produit 54;1;
#2106;6-déc.-18;1-0058;Produit 58;1;
#2107;6-déc.-18;1-0059;Produit 59;4;
#2107;6-déc.-18;1-0064;Produit 64;1;
#2107;6-déc.-18;1-0063;Produit 63;1;
#2107;6-déc.-18;1-0065;Produit 65;5;
#2108;6-déc.-18;1-0055;Produit 55;1;
#2108;6-déc.-18;1-0050;Produit 50;1;
#2108;6-déc.-18;1-0004;Produit 4;1;
#2108;6-déc.-18;1-0038;Produit 38;1;
#2109;6-déc.-18;1-0055;Produit 55;2;
#2109;6-déc.-18;1-0064;Produit 64;2;
#2109;6-déc.-18;1-0061;Produit 61;3;
#2109;6-déc.-18;1-0044;Produit 44;1;
#2112;6-déc.-18;1-0031;Produit 31;1;
#2112;6-déc.-18;1-0036;Produit 36;1;
#2112;6-déc.-18;1-0037;Produit 37;1;
#2113;6-déc.-18;1-0087;Produit 87;1;
#2113;6-déc.-18;1-0067;Produit 67;1;
#2114;6-déc.-18;1-0080;Produit 80;1;
#2114;6-déc.-18;1-0076;Produit 76;1;
#2114;6-déc.-18;1-0024;Produit 24;1;
#2114;6-déc.-18;1-0015;Produit 15;1;
#2114;6-déc.-18;1-0058;Produit 58;3;
#2115;6-déc.-18;1-0052;Produit 52;1;
#2115;6-déc.-18;1-0056;Produit 56;5;
#2115;6-déc.-18;1-0050;Produit 50;5;
#2116;6-déc.-18;1-0065;Produit 65;1;
#2118;6-déc.-18;1-0023;Produit 23;1;
#2118;6-déc.-18;1-0006;Produit 6;1;
#2118;6-déc.-18;1-0050;Produit 50;2;
#2119;6-déc.-18;1-0087;Produit 87;1;
#2120;6-déc.-18;1-0029;Produit 29;1;
#2122;6-déc.-18;1-0010;Produit 10;4;
#2122;6-déc.-18;1-0054;Produit 54;1;
#2122;6-déc.-18;1-0055;Produit 55;1;
#2123;6-déc.-18;1-0076;Produit 76;1;
#2123;6-déc.-18;1-0058;Produit 58;1;
#2123;6-déc.-18;1-0006;Produit 6;1;
#2123;6-déc.-18;1-0048;Produit 48;1;
#2124;7-déc.-18;1-0060;Produit 60;1;
#2124;7-déc.-18;1-0066;Produit 66;3;
#2124;7-déc.-18;1-0034;Produit 34;1;
#2124;7-déc.-18;1-0017;Produit 17;1;
#2124;7-déc.-18;1-0018;Produit 18;1;
#2125;7-déc.-18;1-0050;Produit 50;8;
#2126;7-déc.-18;1-0030;Produit 30;1;
#2126;7-déc.-18;1-0029;Produit 29;1;
#2126;7-déc.-18;1-0028;Produit 28;1;
#2126;7-déc.-18;1-0055;Produit 55;1;
#2127;7-déc.-18;1-0063;Produit 63;1;
#2127;7-déc.-18;1-0087;Produit 87;1;
#2127;7-déc.-18;1-0004;Produit 4;1;
#2127;7-déc.-18;1-0096;Produit 96;1;
#2127;7-déc.-18;1-0056;Produit 56;1;
#2129;7-déc.-18;1-0060;Produit 60;1;
#2129;7-déc.-18;1-0066;Produit 66;1;
#2131;7-déc.-18;1-0027;Produit 27;1;
#2131;7-déc.-18;1-0096;Produit 96;1;
#2131;7-déc.-18;1-0004;Produit 4;1;
#2131;7-déc.-18;1-0048;Produit 48;2;
#2132;7-déc.-18;1-0011;Produit 11;1;
#2132;7-déc.-18;1-0080;Produit 80;2;
#2134;7-déc.-18;1-0011;Produit 11;4;
#2135;7-déc.-18;1-0050;Produit 50;1;
#2135;7-déc.-18;1-0067;Produit 67;1;
#2135;7-déc.-18;1-0061;Produit 61;3;
#2136;7-déc.-18;1-0067;Produit 67;1;
#2136;7-déc.-18;1-0064;Produit 64;1;
#2136;7-déc.-18;1-0025;Produit 25;1;
#2136;7-déc.-18;1-0014;Produit 14;1;
#2137;7-déc.-18;1-0050;Produit 50;1;
#2137;7-déc.-18;1-0031;Produit 31;1;
#2137;7-déc.-18;1-0067;Produit 67;1;
#2137;7-déc.-18;1-0066;Produit 66;1;
#2137;7-déc.-18;1-0003;Produit 3;1;
#2138;8-déc.-18;1-0013;Produit 13;2;
#2139;8-déc.-18;1-0008;Produit 8;1;
#2140;8-déc.-18;1-0051;Produit 51;1;
#2140;8-déc.-18;1-0012;Produit 12;1;
#2140;8-déc.-18;1-0040;Produit 40;1;
#2141;8-déc.-18;1-0058;Produit 58;1;
#2141;8-déc.-18;1-0033;Produit 33;1;
#2141;8-déc.-18;1-0037;Produit 37;1;
#2141;8-déc.-18;1-0060;Produit 60;1;
#2141;8-déc.-18;1-0064;Produit 64;1;
#2141;8-déc.-18;1-0067;Produit 67;1;
#2141;8-déc.-18;1-0066;Produit 66;1;
#2142;8-déc.-18;1-0011;Produit 11;1;
#2142;8-déc.-18;1-0008;Produit 8;1;
#2142;8-déc.-18;1-0025;Produit 25;1;
#2142;8-déc.-18;1-0092;Produit 92;1;
#2142;8-déc.-18;1-0040;Produit 40;2;
#2143;8-déc.-18;1-0010;Produit 10;1;
#2143;8-déc.-18;1-0011;Produit 11;1;
#2143;8-déc.-18;1-0012;Produit 12;1;
#2143;8-déc.-18;1-0013;Produit 13;1;
#2143;8-déc.-18;1-0053;Produit 53;1;
#2143;8-déc.-18;1-0058;Produit 58;1;
#2143;8-déc.-18;1-0055;Produit 55;1;
#2143;8-déc.-18;1-0050;Produit 50;3;
#2143;8-déc.-18;1-0003;Produit 3;2;
#2144;8-déc.-18;1-0068;Produit 68;1;
#2144;8-déc.-18;1-0061;Produit 61;1;
#2144;8-déc.-18;1-0064;Produit 64;1;
#2144;8-déc.-18;1-0055;Produit 55;1;
#2144;8-déc.-18;1-0050;Produit 50;1;
#2145;8-déc.-18;1-0050;Produit 50;1;
#2145;8-déc.-18;1-0010;Produit 10;1;
#2145;8-déc.-18;1-0061;Produit 61;1;
#2145;8-déc.-18;1-0064;Produit 64;1;
#2145;8-déc.-18;1-0031;Produit 31;1;
#2145;8-déc.-18;1-0036;Produit 36;1;
#2145;8-déc.-18;1-0033;Produit 33;1;
#2146;8-déc.-18;1-0073;Produit 73;1;
#2146;8-déc.-18;1-0046;Produit 46;1;
#2146;8-déc.-18;1-0054;Produit 54;1;
#2146;8-déc.-18;1-0050;Produit 50;1;
#2148;8-déc.-18;1-0037;Produit 37;1;
#2149;8-déc.-18;1-0071;Produit 71;1;
#2149;8-déc.-18;1-0008;Produit 8;1;
#2149;8-déc.-18;1-0016;Produit 16;1;
#2150;8-déc.-18;1-0097;Produit 97;1;
#2150;8-déc.-18;1-0058;Produit 58;1;
#2150;8-déc.-18;1-0053;Produit 53;1;
#2150;8-déc.-18;1-0051;Produit 51;1;
#2150;8-déc.-18;1-0050;Produit 50;2;
#2150;8-déc.-18;1-0040;Produit 40;2;
#2151;8-déc.-18;1-0011;Produit 11;1;
#2151;8-déc.-18;1-0100;Produit 100;1;
#2151;8-déc.-18;1-0045;Produit 45;1;
#2151;8-déc.-18;1-0038;Produit 38;2;
#2152;8-déc.-18;1-0012;Produit 12;1;
#2152;8-déc.-18;1-0097;Produit 97;1;
#2152;8-déc.-18;1-0004;Produit 4;1;
#2154;8-déc.-18;1-0070;Produit 70;1;
#2154;8-déc.-18;1-0096;Produit 96;1;
#2154;8-déc.-18;1-0061;Produit 61;1;
#2154;8-déc.-18;1-0038;Produit 38;1;
#2154;8-déc.-18;1-0043;Produit 43;1;
#2155;8-déc.-18;1-0096;Produit 96;1;
#2155;8-déc.-18;1-0065;Produit 65;1;
#2155;8-déc.-18;1-0011;Produit 11;1;
#2155;8-déc.-18;1-0013;Produit 13;1;
#2155;8-déc.-18;1-0055;Produit 55;1;
#2156;8-déc.-18;1-0050;Produit 50;23;
#2156;8-déc.-18;1-0049;Produit 49;1;
#2156;8-déc.-18;1-0055;Produit 55;2;
#2156;8-déc.-18;1-0011;Produit 11;1;
#2158;9-déc.-18;1-0060;Produit 60;1;
#2158;9-déc.-18;1-0003;Produit 3;2;
#2159;9-déc.-18;1-0004;Produit 4;1;
#2160;9-déc.-18;1-0003;Produit 3;1;
#2161;9-déc.-18;1-0026;Produit 26;1;
#2161;9-déc.-18;1-0013;Produit 13;1;
#2161;9-déc.-18;1-0008;Produit 8;1;
#2161;9-déc.-18;1-0067;Produit 67;1;
#2161;9-déc.-18;1-0061;Produit 61;1;
#2162;9-déc.-18;1-0040;Produit 40;1;
#2162;9-déc.-18;1-0044;Produit 44;1;
#2162;9-déc.-18;1-0039;Produit 39;1;
#2162;9-déc.-18;1-0061;Produit 61;1;
#2163;9-déc.-18;1-0004;Produit 4;1;
#2163;9-déc.-18;1-0052;Produit 52;2;
#2164;9-déc.-18;1-0058;Produit 58;1;
#2165;9-déc.-18;1-0020;Produit 20;1;
